participant	word	word_familiarity	participant_age	participant_vocabulary_size	resp.rt
p1	diktátor	39	60	40	0.8288000000007401
p1	tábornagy	39	60	40	0.5925000000000011
p1	komoly	38	60	40	0.554900000000373
p1	kislány	38	60	40	0.8230999999996129
p1	piktogram	38	60	40	0.906000000000006
p1	csatázik	38	60	40	0.5456999999992718
p1	kulcscsont	37	60	40	0.7407999999988988
p1	csengettyű	37	60	40	0.7075999999996156
p1	sárgaréz	37	60	40	0.7395000000000209
p1	délceg	37	60	40	0.6094999999999686
p1	sugár	36	60	40	0.8089000000003352
p1	igény	36	60	40	1.0150999999996344
p1	komplex	36	60	40	0.6485000000000127
p1	hidroxid	36	60	40	0.7390000000000327
p1	újgazdag	35	60	40	1.6290999999996243
p1	iszlám	35	60	40	1.1775999999996287
p1	olaj	35	60	40	0.7263999999984776
p1	nárcisz	35	60	40	0.6429000000003668
p1	árus	34	60	40	0.991000000000014
p1	rakódik	34	60	40	1.041699999999253
p1	sporthorgász	34	60	40	0.6917000000011058
p1	szempont	34	60	40	0.6207000000011362
p1	tenger	33	60	40	0.5722000000011178
p1	forgórész	33	60	40	0.7054999999999723
p1	rövid	33	60	40	0.8250999999996225
p1	csontdarab	33	60	40	0.6358000000006996
p1	fürkész	32	60	40	0.8779000000003521
p1	ómagyar	32	60	40	0.9063000000007264
p1	látszik	32	60	40	0.6385999999996272
p1	orális	32	60	40	0.7930999999996402
p1	elegy	31	60	40	0.6383000000007542
p1	színpad	31	60	40	0.6213000000007582
p1	horizont	31	60	40	0.8138000000007537
p1	tarol	31	60	40	0.6951000000015028
p1	nagybeteg	30	60	40	0.6655000000000086
p1	darab	30	60	40	0.5246999999991999
p1	ború	30	60	40	0.7665999999996416
p1	lépték	30	60	40	0.658300000000736
p1	kanalaz	29	60	40	0.6933000000007041
p1	lágyék	29	60	40	0.6230000000000473
p1	glükóz	29	60	40	0.7220999999996138
p1	selypít	29	60	40	0.7578000000007137
p1	népszerű	28	60	40	0.6389000000003762
p1	sziszeg	28	60	40	0.6076999999992836
p1	változik	28	60	40	0.7389999999999759
p1	grafikon	28	60	40	0.6867000000011103
p1	mellényzseb	27	60	40	0.7044999999999959
p1	gyapot	27	60	40	0.6586999999992145
p1	luftballon	27	60	40	1.1190000000000282
p1	biliárd	27	60	40	0.8846999999992704
p1	testnedv	26	60	40	0.6714999999999804
p1	nyersarany	26	60	40	1.278600000001461
p1	tököl	26	60	40	0.5720999999995797
p1	gyülemlik	26	60	40	0.6222999999988588
p1	turné	25	60	40	0.8095999999996479
p1	referál	25	60	40	0.90719999999925
p1	tangózik	25	60	40	0.6251999999992108
p1	csüggeszt	25	60	40	0.5857000000011681
p1	heveny	24	60	40	0.6987000000011108
p1	viszkózus	24	60	40	0.8230999999996129
p1	derít	24	60	40	0.6888000000007537
p1	hidegház	24	60	40	1.5835999999996204
p1	lukaszt	23	60	40	1.4278000000007296
p1	reform	23	60	40	0.6217999999988706
p1	nukleon	23	60	40	2.478900000000351
p1	puritán	23	60	40	1.209900000000374
p1	nimbus	22	60	40	0.8791999999992299
p1	kalcium	22	60	40	0.6086999999992599
p1	transzplantál	22	60	40	1.0417999999988865
p1	szokik	21	60	40	1.125800000000709
p1	szalicil	21	60	40	0.7562000000011153
p1	csüggedez	21	60	40	0.7495999999995888
p1	abszint	20	60	40	0.7649999999999864
p1	tropikus	20	60	40	1.176300000000765
p1	kitin	20	60	40	0.9413000000007514
p1	szilikát	20	60	40	0.8387999999988551
p1	arzénsav	19	60	40	0.6735000000000468
p1	bolgár	19	60	40	0.7395999999995979
p1	ion	19	60	40	1.02540000000036
p1	gerencsér	18	60	40	2.653699999999276
p1	skubizik	18	60	40	0.9131999999992786
p1	komál	18	60	40	0.8460999999995806
p1	kondenzcsík	17	60	40	1.009900000000414
p1	kettősfém	17	60	40	3.384299999998859
p1	püffeszt	17	60	40	0.8397999999988883
p1	rücsök	16	60	40	1.311599999999629
p1	koenzim	16	60	40	0.765500000000003
p1	anorák	16	60	40	1.2089000000003691
p1	lakotthely	16	60	40	0.8760000000000048
p1	bárányfark	15	60	40	1.712599999999611
p1	genom	15	60	40	0.8781999999992536
p1	csapattest	15	60	40	1.0010000000000048
p1	kurtít	15	60	40	0.7044999999999959
p1	árstop	14	60	40	0.6379000000003998
p1	farkasbab	14	60	40	0.7074999999999818
p1	konverzál	14	60	40	1.8620999999996
p1	törköly	13	60	40	0.954499999999996
p1	fertilis	13	60	40	0.8968999999985101
p1	dádá	13	60	40	1.3947999999988667
p1	pauzál	13	60	40	0.637899999998524
p1	kencéz	12	60	40	2.0656999999992536
p1	fajansz	12	60	40	0.7239999999999895
p1	alfél	12	60	40	1.2769000000003814
p1	rotor	12	60	40	0.7726000000014892
p1	bizmut	11	60	40	0.6102999999989152
p1	lazúroz	11	60	40	2.5368000000007385
p1	templomoz	10	60	40	1.0569000000003823
p1	káder	10	60	40	0.5873000000007664
p1	bajuszfű	10	60	40	1.1083000000007246
p1	lejmol	10	60	40	0.8973999999985267
p1	ingváll	9	60	40	1.0615000000000236
p1	türemlik	9	60	40	0.682299999998861
p1	dipeptid	9	60	40	1.1459000000003812
p1	kurzív	9	60	40	0.6462000000011301
p1	forrpont	8	60	40	0.7776999999992569
p1	rámáz	8	60	40	1.0521999999992315
p1	cianid	8	60	40	0.7388999999985231
p1	áradmány	8	60	40	0.6364000000003784
p1	libling	7	60	40	0.9075999999996044
p1	viszonvád	7	60	40	1.8408000000007405
p1	magmatit	7	60	40	2.0195999999996275
p1	ifjít	6	60	40	1.3536999999992645
p1	hübrisz	6	60	40	0.8900999999996202
p1	kollapszus	6	60	40	0.626199999999244
p1	adszorbens	6	60	40	1.5458999999984826
p1	bajadér	5	60	40	0.907400000000365
p1	mimézis	5	60	40	0.941099999999608
p1	kvéker	5	60	40	0.9820999999996048
p1	orront	4	60	40	1.364500000000021
p1	rekvizit	4	60	40	0.8460999999996375
p1	kontrapunkt	4	60	40	0.8446999999992499
p1	aggófű	3	60	40	0.8837999999988995
p1	kurzivál	3	60	40	0.8580999999996095
p1	cugehőr	2	60	40	1.4691999999992618
p1	piláf	2	60	40	0.9234000000003562
p1	vabank	1	60	40	0.9760999999996328
p1	krakéler	1	60	40	1.1093000000007578
p10	ellenfél	50	54	27	0.818599999994035
p10	törődik	50	54	27	1.5000999999940063
p10	extrém	50	54	27	0.6860999999940418
p10	pohár	50	54	27	0.7679000000059091
p10	alkalom	49	54	27	0.7423999999761577
p10	szegény	49	54	27	0.8028000000119278
p10	időszak	49	54	27	0.7667999999821404
p10	eszköz	49	54	27	0.7361999999880595
p10	mítosz	48	54	27	0.7050999999939904
p10	tartalom	48	54	27	0.7005000000000337
p10	közhely	48	54	27	0.783199999988085
p10	rejtőzik	48	54	27	0.7006999999880463
p10	törékeny	47	54	27	3.1999999999999886
p10	dolog	47	54	27	0.6660999999941168
p10	karakter	47	54	27	0.7171999999881109
p10	barát	47	54	27	0.6995999999940068
p10	gazdag	46	54	27	0.95150000000001
p10	profit	46	54	27	0.7339000000059741
p10	kötődik	46	54	27	1.3333000000118318
p10	példakép	46	54	27	0.7045999999941159
p10	hatalom	45	54	27	0.6983000000118977
p10	lélek	45	54	27	0.6824000000059982
p10	hajlik	45	54	27	0.8829999999999814
p10	dolgozik	45	54	27	0.7843000000119673
p10	gyűjtemény	44	54	27	0.7503000000118618
p10	beton	44	54	27	0.7023000000119737
p10	keresztény	44	54	27	0.8170000000000073
p10	jármű	44	54	27	0.7670000000000528
p10	irány	43	54	27	0.8005000000000564
p10	töredék	43	54	27	1.421999999999997
p10	űrlap	43	54	27	0.8659000000059791
p10	könnyelmű	43	54	27	1.1008000000119296
p10	örmény	42	54	27	0.8006000000237918
p10	végbél	42	54	27	1.417599999994053
p10	százalék	42	54	27	0.6500999999940404
p10	reagál	42	54	27	0.8179999999999836
p10	régész	41	54	27	0.7095999999940545
p10	ausztrál	41	54	27	1.1055999999940411
p10	század	41	54	27	0.7926000000238105
p10	égitest	41	54	27	0.7752999999821668
p10	bélyeg	40	54	27	0.8504000000059477
p10	hálózsák	40	54	27	1.243900000005965
p10	pereg	40	54	27	1.0339999999999918
p10	nagyszámú	40	54	27	1.6160999999939918
p10	diktátor	39	54	27	0.7670999999940591
p10	balközép	39	54	27	1.1213000000119564
p10	tábornagy	39	54	27	1.232500000000016
p10	kárpit	39	54	27	0.6680000000000064
p10	csatázik	38	54	27	0.6588000000118654
p10	piktogram	38	54	27	1.7000999999940234
p10	kislány	38	54	27	0.7408000000119728
p10	komoly	38	54	27	0.7175999999940359
p10	sárgaréz	37	54	27	1.1171999999880882
p10	délceg	37	54	27	0.8518000000118491
p10	csengettyű	37	54	27	1.2684999999999889
p10	kulcscsont	37	54	27	1.1156999999880952
p10	sugár	36	54	27	0.7370000000000232
p10	igény	36	54	27	0.7171000000238337
p10	komplex	36	54	27	0.9830999999940672
p10	hidroxid	36	54	27	2.4809999999999945
p10	újgazdag	35	54	27	0.8001999999880809
p10	iszlám	35	54	27	0.8042999999821632
p10	nárcisz	35	54	27	1.3847999999821354
p10	olaj	35	54	27	0.7651000000238355
p10	rakódik	34	54	27	0.9957999999821254
p10	sporthorgász	34	54	27	0.8822999999821377
p10	árus	34	54	27	2.0494999999999663
p10	szempont	34	54	27	0.8866999999880818
p10	csontdarab	33	54	27	1.7091999999880727
p10	rövid	33	54	27	0.7361999999881164
p10	forgórész	33	54	27	0.9705000000000156
p10	tenger	33	54	27	0.8505000000000109
p10	ómagyar	32	54	27	1.0642999999820404
p10	orális	32	54	27	0.7169000000059214
p10	látszik	32	54	27	0.8458999999761545
p10	fürkész	32	54	27	0.7194000000059759
p10	tarol	31	54	27	0.8284999999999627
p10	elegy	31	54	27	0.9895000000000208
p10	horizont	31	54	27	0.9996999999880812
p10	színpad	31	54	27	0.6699000000059527
p10	lépték	30	54	27	0.8925999999940473
p10	nagybeteg	30	54	27	1.2479000000059273
p10	darab	30	54	27	0.7760999999940168
p10	ború	30	54	27	1.3525000000000205
p10	lágyék	29	54	27	1.216700000017909
p10	glükóz	29	54	27	1.0702000000179055
p10	selypít	29	54	27	1.2175000000000296
p10	kanalaz	29	54	27	1.5999000000059596
p10	sziszeg	28	54	27	0.8873999999760827
p10	grafikon	28	54	27	0.8049000000060005
p10	változik	28	54	27	1.2404999999999973
p10	népszerű	28	54	27	0.7013000000119405
p10	mellényzseb	27	54	27	1.0496999999880927
p10	luftballon	27	54	27	1.4053000000119482
p10	gyapot	27	54	27	0.8375999999940404
p10	biliárd	27	54	27	1.921300000011911
p10	tököl	26	54	27	1.2001999999880582
p10	gyülemlik	26	54	27	0.8551999999880877
p10	testnedv	26	54	27	1.0844999999999914
p10	nyersarany	26	54	27	2.65209999999405
p10	csüggeszt	25	54	27	0.6840999999940323
p10	turné	25	54	27	0.8574000000059527
p10	referál	25	54	27	1.0676000000238446
p10	tangózik	25	54	27	1.1504000000059875
p10	heveny	24	54	27	1.1994000000059373
p10	derít	24	54	27	0.9911000000238346
p10	nukleon	23	54	27	1.1152000000178075
p10	lukaszt	23	54	27	1.2738999999761518
p10	reform	23	54	27	0.6830999999939422
p10	puritán	23	54	27	1.00479999998214
p10	nimbus	22	54	27	0.9705999999940218
p10	kalcium	22	54	27	0.8532999999820845
p10	bacon	22	54	27	1.3340999999941232
p10	viszkóz	21	54	27	0.8658000000118591
p10	szokik	21	54	27	1.2980000000000018
p10	szalicil	21	54	27	1.0064999999999884
p10	szilikát	20	54	27	1.1656999999880782
p10	abszint	20	54	27	0.9620999999939954
p10	kitin	20	54	27	1.4166999999880543
p10	tropikus	20	54	27	1.882399999976144
p10	arzénsav	19	54	27	3.2649999999999864
p10	ion	19	54	27	0.817599999993945
p10	bolgár	19	54	27	0.7674000000059777
p10	gerencsér	18	54	27	1.6004000000059475
p10	komál	18	54	27	1.602700000017876
p10	svábtök	18	54	27	2.916899999976181
p10	kettősfém	17	54	27	2.732200000017883
p10	kondenzcsík	17	54	27	2.1089000000059173
p10	püffeszt	17	54	27	0.7849999999999682
p10	rücsök	16	54	27	2.0652999999821304
p10	koenzim	16	54	27	1.4989000000059605
p10	anorák	16	54	27	1.0668000000119946
p10	csapattest	15	54	27	0.7858000000119318
p10	genom	15	54	27	1.4184999999999943
p10	kurtít	15	54	27	1.6375000000000457
p10	árstop	14	54	27	0.8329000000060205
p10	fertilis	13	54	27	2.815099999994061
p10	pauzál	13	54	27	1.885099999994054
p10	dádá	13	54	27	2.5819000000059873
p10	törköly	13	54	27	1.9160999999940032
p10	fajansz	12	54	27	1.45230000001186
p10	rotor	12	54	27	2.1424000000059777
p10	kencéz	12	54	27	3.2989000000060287
p10	bizmut	11	54	27	1.0191999999881318
p10	donhuán	11	54	27	3.0570000000000164
p10	lazúroz	11	54	27	2.47950000000003
p10	káder	10	54	27	1.1549000000059095
p10	lejmol	10	54	27	2.0650000000000546
p10	kurzív	9	54	27	1.0166999999880773
p10	cianid	8	54	27	3.304700000017874
p10	viszonvád	7	54	27	2.115000000000009
p10	adszorbens	6	54	27	2.4331999999880622
p10	hübrisz	6	54	27	1.0493000000119537
p10	kontrapunkt	4	54	27	1.9822999999821604
p10	infimum	3	54	27	1.3853000000119096
p10	cugehőr	2	54	27	2.0474000000059505
p100	pohár	50	59	37	0.7620000000000005
p100	ellenfél	50	59	37	1.1640000000000157
p100	törődik	50	59	37	0.8669999999999618
p100	extrém	50	59	37	0.8449999999999704
p100	időszak	49	59	37	0.8160000000000309
p100	szegény	49	59	37	1.511000000000024
p100	eszköz	49	59	37	0.8650000000000091
p100	alkalom	49	59	37	0.9879999999999995
p100	rejtőzik	48	59	37	1.3950000000000102
p100	tartalom	48	59	37	0.7489999999999668
p100	mítosz	48	59	37	0.6680000000000064
p100	közhely	48	59	37	1.08299999999997
p100	barát	47	59	37	1.011000000000024
p100	dolog	47	59	37	0.8639999999999759
p100	törékeny	47	59	37	0.7819999999999823
p100	karakter	47	59	37	0.7439999999999714
p100	gazdag	46	59	37	0.7470000000000141
p100	profit	46	59	37	0.6979999999999791
p100	példakép	46	59	37	1.0949999999999704
p100	kötődik	46	59	37	0.7139999999999986
p100	hatalom	45	59	37	0.6940000000000737
p100	hajlik	45	59	37	1.5690000000000168
p100	lélek	45	59	37	0.7320000000000846
p100	dolgozik	45	59	37	0.7309999999999945
p100	jármű	44	59	37	0.9800000000000182
p100	beton	44	59	37	1.2949999999999875
p100	keresztény	44	59	37	1.4149999999999636
p100	töredék	43	59	37	0.8020000000000209
p100	űrlap	43	59	37	0.9110000000000014
p100	irány	43	59	37	0.6800000000000068
p100	könnyelmű	43	59	37	0.7959999999999923
p100	reagál	42	59	37	0.7010000000000218
p100	százalék	42	59	37	0.678000000000111
p100	végbél	42	59	37	0.9680000000000176
p100	örmény	42	59	37	1.0289999999999964
p100	ausztrál	41	59	37	0.77800000000002
p100	század	41	59	37	0.8250000000000455
p100	régész	41	59	37	0.6619999999999777
p100	égitest	41	59	37	1.4299999999999784
p100	pereg	40	59	37	1.163000000000011
p100	nagyszámú	40	59	37	2.4150000000000773
p100	hálózsák	40	59	37	2.330999999999989
p100	bélyeg	40	59	37	1.132000000000005
p100	balközép	39	59	37	3.0669999999999504
p100	kárpit	39	59	37	0.6490000000000009
p100	tábornagy	39	59	37	1.0949999999999704
p100	diktátor	39	59	37	0.7610000000000241
p100	kislány	38	59	37	1.009999999999991
p100	csatázik	38	59	37	0.8949999999999818
p100	piktogram	38	59	37	1.695999999999998
p100	komoly	38	59	37	0.6479999999999109
p100	sárgaréz	37	59	37	0.9529999999999744
p100	kulcscsont	37	59	37	1.01400000000001
p100	csengettyű	37	59	37	0.6499999999999773
p100	délceg	37	59	37	0.7970000000000255
p100	igény	36	59	37	0.7129999999999654
p100	komplex	36	59	37	0.6960000000000264
p100	sugár	36	59	37	0.7119999999999891
p100	hidroxid	36	59	37	3.879000000000019
p100	nárcisz	35	59	37	0.8470000000000368
p100	iszlám	35	59	37	0.728999999999985
p100	újgazdag	35	59	37	1.0880000000000225
p100	olaj	35	59	37	0.9680000000000176
p100	sporthorgász	34	59	37	1.5649999999999409
p100	árus	34	59	37	0.9780000000000086
p100	szempont	34	59	37	1.867999999999995
p100	rakódik	34	59	37	1.3460000000000036
p100	rövid	33	59	37	1.9470000000000027
p100	tenger	33	59	37	0.7620000000000005
p100	csontdarab	33	59	37	1.632000000000005
p100	látszik	32	59	37	0.7549999999999955
p100	orális	32	59	37	1.183999999999969
p100	ómagyar	32	59	37	0.7660000000000196
p100	fürkész	32	59	37	0.978999999999985
p100	elegy	31	59	37	1.2450000000000043
p100	tarol	31	59	37	0.69399999999996
p100	színpad	31	59	37	0.7630000000000337
p100	horizont	31	59	37	0.9950000000000044
p100	ború	30	59	37	1.2320000000000846
p100	nagybeteg	30	59	37	3.119
p100	lépték	30	59	37	0.8840000000000146
p100	darab	30	59	37	2.165999999999997
p100	kanalaz	29	59	37	0.8500000000000227
p100	lágyék	29	59	37	0.6640000000000441
p100	glükóz	29	59	37	1.497000000000014
p100	selypít	29	59	37	1.5319999999999825
p100	népszerű	28	59	37	0.8990000000000009
p100	grafikon	28	59	37	0.6930000000000405
p100	változik	28	59	37	1.02800000000002
p100	sziszeg	28	59	37	2.144999999999982
p100	gyapot	27	59	37	0.6720000000000255
p100	biliárd	27	59	37	2.894999999999982
p100	mellényzseb	27	59	37	1.4629999999999654
p100	luftballon	27	59	37	1.717999999999961
p100	testnedv	26	59	37	1.412000000000006
p100	gyülemlik	26	59	37	1.127999999999986
p100	tököl	26	59	37	1.3490000000000464
p100	referál	25	59	37	0.6879999999999882
p100	csüggeszt	25	59	37	1.0670000000000073
p100	turné	25	59	37	0.7839999999999918
p100	tangózik	25	59	37	1.2129999999999654
p100	heveny	24	59	37	0.9110000000000014
p100	derít	24	59	37	1.1120000000000232
p100	viszkózus	24	59	37	0.9979999999999905
p100	puritán	23	59	37	1.0109999999999673
p100	reform	23	59	37	0.9650000000000318
p100	lukaszt	23	59	37	0.8149999999999977
p100	nukleon	23	59	37	1.1180000000000518
p100	transzplantál	22	59	37	1.5440000000000396
p100	kalcium	22	59	37	1.0760000000000218
p100	bacon	22	59	37	1.1309999999999718
p100	viszkóz	21	59	37	0.8650000000000091
p100	szalicil	21	59	37	0.8879999999999768
p100	szokik	21	59	37	0.7139999999999418
p100	tropikus	20	59	37	2.9120000000000346
p100	abszint	20	59	37	0.7540000000000191
p100	szilikát	20	59	37	0.8369999999999891
p100	kitin	20	59	37	0.76400000000001
p100	bolgár	19	59	37	0.9809999999999944
p100	arzénsav	19	59	37	0.7949999999999591
p100	ion	19	59	37	0.7659999999999627
p100	skubizik	18	59	37	1.2129999999999654
p100	komál	18	59	37	0.7839999999999918
p100	gerencsér	18	59	37	1.211999999999989
p100	kondenzcsík	17	59	37	1.044999999999959
p100	csapdáz	17	59	37	0.7620000000000005
p100	püffeszt	17	59	37	1.3280000000000882
p100	anorák	16	59	37	1.1299999999999957
p100	koenzim	16	59	37	1.4639999999999986
p100	rücsök	16	59	37	3.311000000000007
p100	bárányfark	15	59	37	2.2609999999999673
p100	csapattest	15	59	37	0.7270000000000891
p100	kurtít	15	59	37	1.1520000000000152
p100	genom	15	59	37	2.34699999999998
p100	árstop	14	59	37	2.7999999999999545
p100	konverzál	14	59	37	1.2450000000000043
p100	törköly	13	59	37	2.3969999999999914
p100	fertilis	13	59	37	1.5620000000000118
p100	dádá	13	59	37	1.2480000000000189
p100	fajansz	12	59	37	0.8179999999999836
p100	kencéz	12	59	37	2.2460000000000093
p100	rotor	12	59	37	1.367999999999995
p100	lazúroz	11	59	37	0.9479999999999792
p100	bizmut	11	59	37	0.7189999999999372
p100	lejmol	10	59	37	1.0260000000000105
p100	káder	10	59	37	0.6610000000000582
p100	dipeptid	9	59	37	2.22799999999998
p100	türemlik	9	59	37	2.2939999999999827
p100	kurzív	9	59	37	1.2139999999999986
p100	ingváll	9	59	37	1.5780000000000314
p100	forrpont	8	59	37	1.828000000000003
p100	rámáz	8	59	37	1.1440000000000057
p100	cianid	8	59	37	0.8980000000000246
p100	viszonvád	7	59	37	3.5439999999999827
p100	magmatit	7	59	37	1.0339999999999918
p100	glosszáz	7	59	37	3.1149999999998954
p100	libling	7	59	37	0.9990000000000236
p100	ifjít	6	59	37	1.9289999999999736
p100	kollapszus	6	59	37	1.1529999999999916
p100	adszorbens	6	59	37	3.345999999999947
p100	hübrisz	6	59	37	1.295000000000016
p100	kvéker	5	59	37	0.7309999999999945
p100	truccol	5	59	37	1.18100000000004
p100	mimézis	5	59	37	1.011000000000024
p100	bajadér	5	59	37	1.386000000000024
p100	rekvizit	4	59	37	1.0190000000000057
p100	kontrapunkt	4	59	37	0.7679999999999154
p100	orront	4	59	37	1.004000000000019
p100	kurzivál	3	59	37	0.6459999999999582
p100	döföl	3	59	37	1.5049999999999957
p100	piláf	2	59	37	0.9519999999999982
p100	cugehőr	2	59	37	1.2619999999999436
p100	diffamál	1	59	37	3.254000000000019
p100	krakéler	1	59	37	1.0460000000000491
p100	vabank	1	59	37	2.664999999999992
p101	extrém	50	48	44	0.6499999999999773
p101	pohár	50	48	44	0.5869999999999891
p101	ellenfél	50	48	44	1.0149999999999864
p101	törődik	50	48	44	0.7309999999999945
p101	alkalom	49	48	44	0.6499999999999773
p101	szegény	49	48	44	0.7970000000000255
p101	eszköz	49	48	44	0.5799999999999272
p101	időszak	49	48	44	0.6879999999999882
p101	tartalom	48	48	44	0.7210000000000036
p101	közhely	48	48	44	1.0009999999999764
p101	mítosz	48	48	44	0.6839999999999691
p101	rejtőzik	48	48	44	0.7320000000000846
p101	barát	47	48	44	0.6349999999999909
p101	karakter	47	48	44	0.9339999999999692
p101	törékeny	47	48	44	0.70900000000006
p101	dolog	47	48	44	0.9990000000000236
p101	gazdag	46	48	44	0.6759999999999877
p101	kötődik	46	48	44	0.8120000000000118
p101	példakép	46	48	44	0.6689999999999827
p101	profit	46	48	44	1.302000000000021
p101	hatalom	45	48	44	0.5079999999999245
p101	hajlik	45	48	44	0.8519999999999754
p101	lélek	45	48	44	0.7210000000000036
p101	dolgozik	45	48	44	0.6689999999999827
p101	gyűjtemény	44	48	44	0.8639999999999759
p101	jármű	44	48	44	0.5379999999998972
p101	beton	44	48	44	0.6840000000000259
p101	keresztény	44	48	44	0.7270000000000891
p101	irány	43	48	44	0.7450000000000045
p101	űrlap	43	48	44	0.8639999999999759
p101	könnyelmű	43	48	44	1.288000000000011
p101	töredék	43	48	44	0.7580000000000382
p101	örmény	42	48	44	0.77800000000002
p101	végbél	42	48	44	0.7490000000000236
p101	százalék	42	48	44	1.032000000000039
p101	reagál	42	48	44	0.9750000000000228
p101	század	41	48	44	0.8419999999999845
p101	régész	41	48	44	0.58299999999997
p101	égitest	41	48	44	1.007000000000005
p101	ausztrál	41	48	44	1.0949999999999704
p101	hálózsák	40	48	44	0.6610000000000014
p101	nagyszámú	40	48	44	0.7999999999999545
p101	pereg	40	48	44	0.9189999999999828
p101	bélyeg	40	48	44	0.700999999999965
p101	tábornagy	39	48	44	0.9560000000000172
p101	kárpit	39	48	44	0.6820000000000164
p101	diktátor	39	48	44	1.2139999999999986
p101	balközép	39	48	44	1.0459999999999925
p101	piktogram	38	48	44	0.8289999999999509
p101	komoly	38	48	44	0.7160000000000082
p101	csatázik	38	48	44	1.8969999999999911
p101	kislány	38	48	44	0.5679999999999836
p101	sárgaréz	37	48	44	1.1389999999999532
p101	csengettyű	37	48	44	0.9330000000001064
p101	kulcscsont	37	48	44	0.9430000000000404
p101	délceg	37	48	44	0.9180000000000064
p101	komplex	36	48	44	0.920000000000016
p101	sugár	36	48	44	0.8519999999999754
p101	hidroxid	36	48	44	0.9160000000000535
p101	igény	36	48	44	1.9449999999999932
p101	nárcisz	35	48	44	1.5489999999999782
p101	iszlám	35	48	44	1.120999999999981
p101	újgazdag	35	48	44	0.6510000000000105
p101	olaj	35	48	44	0.867999999999995
p101	árus	34	48	44	0.7180000000000746
p101	rakódik	34	48	44	0.9370000000000118
p101	sporthorgász	34	48	44	0.8970000000000482
p101	szempont	34	48	44	0.8480000000000132
p101	tenger	33	48	44	0.6330000000000382
p101	csontdarab	33	48	44	0.8379999999999654
p101	forgórész	33	48	44	1.0649999999999975
p101	rövid	33	48	44	0.6330000000000382
p101	ómagyar	32	48	44	0.7490000000000236
p101	fürkész	32	48	44	0.9320000000000164
p101	orális	32	48	44	0.8799999999999955
p101	látszik	32	48	44	0.7819999999999823
p101	elegy	31	48	44	0.7019999999999982
p101	horizont	31	48	44	0.7320000000000846
p101	színpad	31	48	44	1.115000000000009
p101	tarol	31	48	44	0.7169999999999845
p101	lépték	30	48	44	0.9989999999999668
p101	nagybeteg	30	48	44	0.8650000000000091
p101	ború	30	48	44	1.0199999999999818
p101	darab	30	48	44	0.9379999999999882
p101	lágyék	29	48	44	0.7579999999999245
p101	glükóz	29	48	44	0.6180000000000518
p101	kanalaz	29	48	44	1.3199999999999932
p101	selypít	29	48	44	0.7030000000000882
p101	népszerű	28	48	44	0.8310000000000173
p101	sziszeg	28	48	44	0.9660000000000082
p101	grafikon	28	48	44	0.6570000000000391
p101	változik	28	48	44	0.882000000000005
p101	gyapot	27	48	44	0.7989999999999782
p101	mellényzseb	27	48	44	0.8980000000000246
p101	biliárd	27	48	44	0.936999999999955
p101	luftballon	27	48	44	1.2250000000000227
p101	gyülemlik	26	48	44	1.3810000000000002
p101	testnedv	26	48	44	0.8039999999999736
p101	nyersarany	26	48	44	3.40199999999993
p101	tököl	26	48	44	1.113999999999976
p101	referál	25	48	44	1.0480000000000018
p101	csüggeszt	25	48	44	2.7200000000000273
