participant	answer_correct	prompt_image	target_image	conversation_partner_image	item_seen	conversation_partner_seen	cue_is_gender	experiment
participant_47	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_47	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_47	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_47	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_47	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_47	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_47	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_47	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_47	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_47	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_47	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_47	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_47	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_47	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_47	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_47	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_47	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_47	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_47	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_47	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_47	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_47	0	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_47	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_47	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_47	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_47	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_47	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_47	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_47	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_47	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_47	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_47	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_47	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_47	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_47	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_47	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_47	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_47	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_47	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_47	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_47	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_47	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_47	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_47	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_48	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_48	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_48	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_48	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_48	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_48	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_48	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_48	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_48	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_48	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_48	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_48	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_48	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_48	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_48	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_48	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_48	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_48	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_48	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_48	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_48	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_48	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_48	0	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_48	0	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_48	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_48	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_48	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_48	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_48	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_48	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_48	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_48	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_48	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_48	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_48	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_48	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_48	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_48	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_48	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_48	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_48	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_48	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_49	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_49	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_49	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_49	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_49	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_49	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_49	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_49	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_49	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_49	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_49	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_49	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_49	0	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_49	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_49	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_49	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_49	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_49	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_49	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_49	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_49	0	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	0	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_49	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_49	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_49	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_49	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_49	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_49	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_49	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_49	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_49	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_49	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_49	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_49	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_49	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_49	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_49	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_49	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_49	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_49	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_49	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_49	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_49	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_50	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_50	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_50	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_50	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_50	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_50	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_50	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_50	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_50	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_50	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_50	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_50	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_50	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_50	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_50	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_50	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_50	0	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_50	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_50	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_50	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_50	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_50	0	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_50	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_50	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_50	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_50	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_50	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_50	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_50	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_50	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_50	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_50	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_50	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_50	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_50	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_50	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_50	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_50	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_50	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_50	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_50	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	no	exp2
participant_50	0	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_51	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_51	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_51	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	no	NA	no	exp2
participant_51	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_51	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_51	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_51	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	yes	NA	no	exp2
participant_51	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_51	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_51	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_51	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_51	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_51	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_51	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	yes	NA	no	exp2
participant_51	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	no	NA	no	exp2
participant_51	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_51	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
participant_51	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_51	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	yes	NA	no	exp2
participant_51	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	no	NA	no	exp2
participant_51	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_51	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	no	NA	no	exp2
participant_51	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	yes	NA	no	exp2
participant_51	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	no	exp2
participant_51	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	no	exp2
participant_51	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	no	NA	no	exp2
