participant	answer_correct	prompt_image	target_image	conversation_partner_image	item_seen	conversation_partner_seen	cue_is_gender	experiment
participant_1	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_1	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_1	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_1	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_1	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_1	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_1	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_1	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_1	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_1	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_1	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_1	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_1	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_1	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_1	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_1	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_2	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_2	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_2	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_2	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_2	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_2	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_2	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_2	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_2	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_2	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_2	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_2	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_2	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_2	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_2	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_2	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_2	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_2	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_2	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_2	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_2	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_2	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_2	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_2	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_2	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_2	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_2	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_2	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_2	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_2	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_2	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_2	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_2	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_2	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_2	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_2	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_2	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_2	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_2	1	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_2	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_2	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_2	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_3	0	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_3	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_3	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_3	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_3	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_3	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_3	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_3	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_3	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_3	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_3	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_3	0	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_3	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_3	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_3	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_3	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_3	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_3	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_3	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_3	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_3	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_3	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_3	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_3	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_3	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_3	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_3	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_3	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_3	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_3	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_3	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_3	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_3	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_3	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_3	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_3	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_3	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_3	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_3	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_3	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_3	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_3	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_4	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_4	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_4	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_4	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_4	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_4	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_4	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_4	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_4	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_4	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_4	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_4	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_4	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_4	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_4	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_4	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_4	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_4	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_4	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_4	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_4	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_4	0	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_4	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_4	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_4	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_4	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_4	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_4	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_4	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_4	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_4	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_4	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_4	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_4	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_4	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_4	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_4	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_4	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_4	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_4	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_4	1	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_4	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_5	0	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_5	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_5	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_5	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_5	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_5	1	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_5	1	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_5	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_5	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_5	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_5	1	gate_adult_01.png	gate_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_5	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_5	0	fox_adult_male_02.png	fox_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_5	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_5	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_5	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_5	0	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_5	0	gate_adult_01.png	gate_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_5	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_5	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_5	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_5	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	1	chair_adult_02.png	chair_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_5	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_5	0	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_5	1	bear_adult_male_02.png	bear_child_02.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_5	0	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_5	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_5	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_5	1	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_5	1	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_5	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_5	1	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_5	0	mushroom_adult_01.png	mushroom_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_5	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_5	0	chair_adult_02.png	chair_child_02.png	human_adult_female_03.png	no	NA	NA	exp1
participant_5	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_5	0	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_5	0	fox_adult_male_01.png	fox_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_5	0	bear_adult_male_01.png	bear_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_5	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_5	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_5	1	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_6	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_6	1	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_6	0	candleholder_adult_01.png	candleholder_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_6	0	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_6	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_6	0	bear_adult_male_02.png	bear_child_02.png	human_adult_male_03.png	no	NA	NA	exp1
participant_6	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03_side.png	no	NA	NA	exp1
participant_6	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_6	1	chair_adult_02.png	chair_child_02.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_6	1	chair_adult_01.png	chair_child_01.png	human_adult_female_03.png	no	NA	NA	exp1
participant_6	1	bokchoy_adult_01.png	bokchoy_child_01.png	human_adult_female_03_side.png	yes	NA	NA	exp1
participant_6	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03.png	yes	NA	NA	exp1
participant_6	1	fox_adult_male_01.png	fox_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_6	1	fox_adult_male_02.png	fox_child_02.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_6	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_female_03_side.png	no	NA	NA	exp1
participant_6	0	chair_adult_01.png	chair_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_6	1	bear_adult_male_01.png	bear_child_01.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_6	1	pitcher_adult_01.png	pitcher_child_01.png	human_adult_male_03.png	no	NA	NA	exp1
participant_6	0	gate_adult_01.png	gate_child_01.png	human_adult_male_03_side.png	yes	NA	NA	exp1
participant_6	0	bokchoy_adult_02.png	bokchoy_child_02.png	human_adult_female_03.png	yes	NA	NA	exp1
participant_6	0	chair_adult_02.png	chair_child_02.png	human_adult_male_03_side.png	no	NA	NA	exp1
