subject	artist	word	ink	response	rt	stimulus_congruent	response_correct
S01	FALSE	blue	brown	brown	619.467779801253	FALSE	FALSE
S01	FALSE	blue	brown	brown	619.467779801253	FALSE	FALSE
S01	FALSE	blue	brown	brown	620.4548520572213	FALSE	FALSE
S01	FALSE	blue	brown	brown	620.4548520572213	FALSE	FALSE
S01	FALSE	blue	brown	brown	664.6079411640313	FALSE	FALSE
S01	FALSE	blue	brown	brown	664.6079411640313	FALSE	FALSE
S01	FALSE	blue	brown	brown	568.4844371406435	FALSE	FALSE
S01	FALSE	blue	brown	brown	568.4844371406435	FALSE	FALSE
S01	FALSE	blue	brown	brown	526.5018306724368	FALSE	FALSE
S01	FALSE	blue	brown	brown	526.5018306724368	FALSE	FALSE
S01	FALSE	purple	blue	blue	634.5358279391911	FALSE	FALSE
S01	FALSE	purple	blue	blue	634.5358279391911	FALSE	FALSE
S01	FALSE	purple	blue	blue	550.9088307860992	FALSE	FALSE
S01	FALSE	purple	blue	blue	550.9088307860992	FALSE	FALSE
S01	FALSE	purple	blue	NA	NA	FALSE	NA
S01	FALSE	purple	blue	blue	578.4730109334096	FALSE	FALSE
S01	FALSE	purple	blue	blue	729.4895567043267	FALSE	FALSE
S01	FALSE	purple	blue	blue	729.4895567043267	FALSE	FALSE
S01	FALSE	purple	blue	blue	602.2772154378719	FALSE	FALSE
S01	FALSE	purple	blue	blue	602.2772154378719	FALSE	FALSE
S01	FALSE	purple	purple	purple	487.5815879973078	TRUE	TRUE
S01	FALSE	purple	purple	NA	NA	TRUE	NA
S01	FALSE	purple	purple	purple	467.5341816398208	TRUE	TRUE
S01	FALSE	purple	purple	purple	467.5341816398208	TRUE	TRUE
S01	FALSE	purple	purple	purple	362.6493089313311	TRUE	TRUE
S01	FALSE	purple	purple	purple	362.6493089313311	TRUE	TRUE
S01	FALSE	purple	purple	purple	573.4891492746923	TRUE	TRUE
S01	FALSE	purple	purple	purple	573.4891492746923	TRUE	TRUE
S01	FALSE	purple	purple	purple	561.4366031862024	TRUE	TRUE
S01	FALSE	purple	purple	purple	561.4366031862024	TRUE	TRUE
S01	FALSE	purple	green	green	635.7405837570939	FALSE	FALSE
S01	FALSE	purple	green	green	635.7405837570939	FALSE	FALSE
S01	FALSE	purple	green	purple	559.3492134187596	FALSE	TRUE
S01	FALSE	purple	green	green	559.3492134187596	FALSE	FALSE
S01	FALSE	purple	green	green	500.8049167219753	FALSE	FALSE
S01	FALSE	purple	green	purple	500.8049167219753	FALSE	TRUE
S01	FALSE	purple	green	green	598.5800233025487	FALSE	FALSE
S01	FALSE	purple	green	green	598.5800233025487	FALSE	FALSE
S01	FALSE	purple	green	green	563.4057502518448	FALSE	FALSE
S01	FALSE	purple	green	green	563.4057502518448	FALSE	FALSE
S01	FALSE	purple	red	red	614.9525811727708	FALSE	FALSE
S01	FALSE	purple	red	red	614.9525811727708	FALSE	FALSE
S01	FALSE	purple	red	red	663.2680823279803	FALSE	FALSE
S01	FALSE	purple	red	red	663.2680823279803	FALSE	FALSE
S01	FALSE	purple	red	red	588.8931725786841	FALSE	FALSE
S01	FALSE	purple	red	red	588.8931725786841	FALSE	FALSE
S01	FALSE	purple	red	red	516.0873740703449	FALSE	FALSE
S01	FALSE	purple	red	red	516.0873740703449	FALSE	FALSE
S01	FALSE	purple	red	red	642.2605533194794	FALSE	FALSE
S01	FALSE	purple	red	red	642.2605533194794	FALSE	FALSE
S01	FALSE	purple	brown	NA	NA	FALSE	NA
S01	FALSE	purple	brown	brown	579.1788212935459	FALSE	FALSE
S01	FALSE	purple	brown	brown	543.3338557898751	FALSE	FALSE
S01	FALSE	purple	brown	brown	543.3338557898751	FALSE	FALSE
S01	FALSE	purple	brown	brown	616.0256083498533	FALSE	FALSE
S01	FALSE	purple	brown	brown	616.0256083498533	FALSE	FALSE
S01	FALSE	purple	brown	brown	559.0511446066523	FALSE	FALSE
S01	FALSE	purple	brown	brown	559.0511446066523	FALSE	FALSE
S01	FALSE	purple	brown	brown	665.5222592490837	FALSE	FALSE
S01	FALSE	purple	brown	brown	665.5222592490837	FALSE	FALSE
S01	FALSE	green	blue	blue	587.8289895304065	FALSE	FALSE
S01	FALSE	green	blue	blue	587.8289895304065	FALSE	FALSE
S01	FALSE	green	blue	blue	584.6193735942104	FALSE	FALSE
S01	FALSE	green	blue	blue	584.6193735942104	FALSE	FALSE
S01	FALSE	green	blue	blue	582.2840534671507	FALSE	FALSE
S01	FALSE	green	blue	blue	582.2840534671507	FALSE	FALSE
S01	FALSE	green	blue	blue	631.6922614887793	FALSE	FALSE
S01	FALSE	green	blue	blue	631.6922614887793	FALSE	FALSE
S01	FALSE	green	blue	NA	NA	FALSE	NA
S01	FALSE	green	blue	blue	647.2234305190109	FALSE	FALSE
S01	FALSE	green	purple	NA	NA	FALSE	NA
S01	FALSE	green	purple	purple	695.5270375345806	FALSE	FALSE
S01	FALSE	green	purple	purple	550.9669578158035	FALSE	FALSE
S01	FALSE	green	purple	purple	550.9669578158035	FALSE	FALSE
S01	FALSE	green	purple	purple	595.9517743257115	FALSE	FALSE
S01	FALSE	green	purple	purple	595.9517743257115	FALSE	FALSE
S01	FALSE	green	purple	purple	575.7354337525082	FALSE	FALSE
S01	FALSE	green	purple	purple	575.7354337525082	FALSE	FALSE
S01	FALSE	green	purple	purple	636.2611332242299	FALSE	FALSE
S01	FALSE	green	purple	purple	636.2611332242299	FALSE	FALSE
S01	FALSE	green	green	green	598.1560946012999	TRUE	TRUE
S01	FALSE	green	green	green	598.1560946012999	TRUE	TRUE
S01	FALSE	green	green	green	593.6050781531598	TRUE	TRUE
S01	FALSE	green	green	green	593.6050781531598	TRUE	TRUE
S01	FALSE	green	green	green	448.5444696179785	TRUE	TRUE
S01	FALSE	green	green	green	448.5444696179785	TRUE	TRUE
S01	FALSE	green	green	green	509.4121937582979	TRUE	TRUE
S01	FALSE	green	green	green	509.4121937582979	TRUE	TRUE
S01	FALSE	green	green	green	527.248904098003	TRUE	TRUE
S01	FALSE	green	green	green	527.248904098003	TRUE	TRUE
S01	FALSE	green	red	red	579.1943336595161	FALSE	FALSE
S01	FALSE	green	red	red	579.1943336595161	FALSE	FALSE
S01	FALSE	green	red	green	531.775701758115	FALSE	TRUE
S01	FALSE	green	red	NA	NA	FALSE	NA
S01	FALSE	green	red	red	535.2764027959481	FALSE	FALSE
S01	FALSE	green	red	red	535.2764027959481	FALSE	FALSE
S01	FALSE	green	red	red	607.7871335979041	FALSE	FALSE
S01	FALSE	green	red	red	607.7871335979041	FALSE	FALSE
S01	FALSE	green	red	red	594.0095936397985	FALSE	FALSE
S01	FALSE	green	red	red	594.0095936397985	FALSE	FALSE
S01	FALSE	green	brown	brown	639.1818715365081	FALSE	FALSE
S01	FALSE	green	brown	brown	639.1818715365081	FALSE	FALSE
S01	FALSE	green	brown	brown	570.9509956916781	FALSE	FALSE
S01	FALSE	green	brown	brown	570.9509956916781	FALSE	FALSE
S01	FALSE	green	brown	brown	671.345707384825	FALSE	FALSE
S01	FALSE	green	brown	brown	671.345707384825	FALSE	FALSE
S01	FALSE	green	brown	brown	635.444579538825	FALSE	FALSE
S01	FALSE	green	brown	brown	635.444579538825	FALSE	FALSE
S01	FALSE	green	brown	brown	648.0436833308124	FALSE	FALSE
S01	FALSE	green	brown	brown	648.0436833308124	FALSE	FALSE
S01	FALSE	red	blue	blue	588.348599123539	FALSE	FALSE
S01	FALSE	red	blue	blue	588.348599123539	FALSE	FALSE
S01	FALSE	red	blue	blue	590.5750875445929	FALSE	FALSE
S01	FALSE	red	blue	blue	590.5750875445929	FALSE	FALSE
S01	FALSE	red	blue	blue	534.1789695096296	FALSE	FALSE
S01	FALSE	red	blue	blue	534.1789695096296	FALSE	FALSE
S01	FALSE	red	blue	blue	549.4549712290637	FALSE	FALSE
S01	FALSE	red	blue	blue	549.4549712290637	FALSE	FALSE
S01	FALSE	red	blue	blue	545.6197811947173	FALSE	FALSE
S01	FALSE	red	blue	blue	545.6197811947173	FALSE	FALSE
S01	FALSE	red	purple	purple	665.9936362107475	FALSE	FALSE
S01	FALSE	red	purple	purple	665.9936362107475	FALSE	FALSE
S01	FALSE	red	purple	purple	713.460993011174	FALSE	FALSE
S01	FALSE	red	purple	purple	713.460993011174	FALSE	FALSE
S01	FALSE	red	purple	purple	628.8290198467521	FALSE	FALSE
S01	FALSE	red	purple	purple	628.8290198467521	FALSE	FALSE
S01	FALSE	red	purple	purple	686.0028212885501	FALSE	FALSE
S01	FALSE	red	purple	purple	686.0028212885501	FALSE	FALSE
S01	FALSE	red	purple	purple	618.4125645721807	FALSE	FALSE
S01	FALSE	red	purple	purple	618.4125645721807	FALSE	FALSE
S01	FALSE	red	green	green	616.2892573378111	FALSE	FALSE
S01	FALSE	red	green	NA	NA	FALSE	NA
S01	FALSE	red	green	green	696.5052096780149	FALSE	FALSE
S01	FALSE	red	green	red	696.5052096780149	FALSE	TRUE
S01	FALSE	red	green	NA	NA	FALSE	NA
S01	FALSE	red	green	NA	NA	FALSE	NA
S01	FALSE	red	green	green	581.950448338366	FALSE	FALSE
S01	FALSE	red	green	green	581.950448338366	FALSE	FALSE
S01	FALSE	red	green	green	581.0044892316812	FALSE	FALSE
S01	FALSE	red	green	green	581.0044892316812	FALSE	FALSE
S01	FALSE	red	red	red	638.2627405752344	TRUE	TRUE
S01	FALSE	red	red	red	638.2627405752344	TRUE	TRUE
S01	FALSE	red	red	red	600.6834884992936	TRUE	TRUE
S01	FALSE	red	red	NA	NA	TRUE	NA
S01	FALSE	red	red	NA	NA	TRUE	NA
S01	FALSE	red	red	red	542.4031428815509	TRUE	TRUE
S01	FALSE	red	red	red	452.9025629630304	TRUE	TRUE
S01	FALSE	red	red	red	452.9025629630304	TRUE	TRUE
S01	FALSE	red	red	red	560.8906762419264	TRUE	TRUE
S01	FALSE	red	red	red	560.8906762419264	TRUE	TRUE
S01	FALSE	red	brown	brown	601.6202904343144	FALSE	FALSE
S01	FALSE	red	brown	brown	601.6202904343144	FALSE	FALSE
S01	FALSE	red	brown	brown	625.8651312383398	FALSE	FALSE
S01	FALSE	red	brown	brown	625.8651312383398	FALSE	FALSE
S01	FALSE	red	brown	NA	NA	FALSE	NA
S01	FALSE	red	brown	brown	501.4611436630744	FALSE	FALSE
S01	FALSE	red	brown	brown	621.9387183108539	FALSE	FALSE
S01	FALSE	red	brown	brown	621.9387183108539	FALSE	FALSE
S01	FALSE	red	brown	brown	521.2218723395632	FALSE	FALSE
S01	FALSE	red	brown	brown	521.2218723395632	FALSE	FALSE
S01	FALSE	brown	blue	blue	632.1890118993305	FALSE	FALSE
S01	FALSE	brown	blue	blue	632.1890118993305	FALSE	FALSE
S01	FALSE	brown	blue	blue	620.757171345343	FALSE	FALSE
S01	FALSE	brown	blue	blue	620.757171345343	FALSE	FALSE
S01	FALSE	brown	blue	blue	456.7489982296195	FALSE	FALSE
S01	FALSE	brown	blue	blue	456.7489982296195	FALSE	FALSE
S01	FALSE	brown	blue	blue	619.7992671029803	FALSE	FALSE
S01	FALSE	brown	blue	blue	619.7992671029803	FALSE	FALSE
S01	FALSE	brown	blue	blue	555.0565693110221	FALSE	FALSE
S01	FALSE	brown	blue	blue	555.0565693110221	FALSE	FALSE
S01	FALSE	brown	purple	purple	532.3745404347745	FALSE	FALSE
S01	FALSE	brown	purple	purple	532.3745404347745	FALSE	FALSE
S01	FALSE	brown	purple	NA	NA	FALSE	NA
S01	FALSE	brown	purple	purple	568.933376802806	FALSE	FALSE
S01	FALSE	brown	purple	purple	465.9492070417576	FALSE	FALSE
S01	FALSE	brown	purple	purple	465.9492070417576	FALSE	FALSE
S01	FALSE	brown	purple	purple	588.4528285563309	FALSE	FALSE
S01	FALSE	brown	purple	purple	588.4528285563309	FALSE	FALSE
S01	FALSE	brown	purple	purple	373.5367896825136	FALSE	FALSE
S01	FALSE	brown	purple	purple	373.5367896825136	FALSE	FALSE
S01	FALSE	brown	green	green	501.7432235411385	FALSE	FALSE
S01	FALSE	brown	green	green	501.7432235411385	FALSE	FALSE
S01	FALSE	brown	green	green	572.5065212114105	FALSE	FALSE
S01	FALSE	brown	green	green	572.5065212114105	FALSE	FALSE
S01	FALSE	brown	green	green	564.5345824318418	FALSE	FALSE
S01	FALSE	brown	green	green	564.5345824318418	FALSE	FALSE
S01	FALSE	brown	green	green	699.6494830268532	FALSE	FALSE
S01	FALSE	brown	green	green	699.6494830268532	FALSE	FALSE
S01	FALSE	brown	green	green	605.8444226846999	FALSE	FALSE
S01	FALSE	brown	green	green	605.8444226846999	FALSE	FALSE
S01	FALSE	brown	red	red	634.6623505504685	FALSE	FALSE
S01	FALSE	brown	red	NA	NA	FALSE	NA
S01	FALSE	brown	red	red	561.3725392111986	FALSE	FALSE
S01	FALSE	brown	red	red	561.3725392111986	FALSE	FALSE
S01	FALSE	brown	red	red	620.9520991131712	FALSE	FALSE
S01	FALSE	brown	red	red	620.9520991131712	FALSE	FALSE
S01	FALSE	brown	red	red	556.6108286504517	FALSE	FALSE
S01	FALSE	brown	red	red	556.6108286504517	FALSE	FALSE
S01	FALSE	brown	red	NA	NA	FALSE	NA
S01	FALSE	brown	red	red	653.9945291482005	FALSE	FALSE
S01	FALSE	brown	brown	brown	569.2130242501944	TRUE	TRUE
S01	FALSE	brown	brown	NA	NA	TRUE	NA
S01	FALSE	brown	brown	brown	470.0575328021008	TRUE	TRUE
S01	FALSE	brown	brown	brown	470.0575328021008	TRUE	TRUE
S01	FALSE	brown	brown	brown	392.4642318124846	TRUE	TRUE
S01	FALSE	brown	brown	brown	392.4642318124846	TRUE	TRUE
S01	FALSE	brown	brown	brown	396.4919082336759	TRUE	TRUE
S01	FALSE	brown	brown	brown	396.4919082336759	TRUE	TRUE
S01	FALSE	brown	brown	brown	569.021481522297	TRUE	TRUE
S01	FALSE	brown	brown	brown	569.021481522297	TRUE	TRUE
S02	TRUE	blue	blue	blue	592.1003749350758	TRUE	TRUE
S02	TRUE	blue	blue	blue	592.1003749350758	TRUE	TRUE
S02	TRUE	blue	blue	blue	675.6575041513918	TRUE	TRUE
S02	TRUE	blue	blue	blue	675.6575041513918	TRUE	TRUE
S02	TRUE	blue	blue	blue	499.585794823302	TRUE	TRUE
S02	TRUE	blue	blue	blue	499.585794823302	TRUE	TRUE
S02	TRUE	blue	blue	blue	590.4130237832085	TRUE	TRUE
S02	TRUE	blue	blue	blue	590.4130237832085	TRUE	TRUE
S02	TRUE	blue	blue	blue	590.9500174765146	TRUE	TRUE
S02	TRUE	blue	blue	blue	590.9500174765146	TRUE	TRUE
S02	TRUE	blue	purple	blue	666.3323053280793	FALSE	TRUE
S02	TRUE	blue	purple	purple	666.3323053280793	FALSE	FALSE
S02	TRUE	blue	purple	purple	649.7369984188315	FALSE	FALSE
S02	TRUE	blue	purple	purple	649.7369984188315	FALSE	FALSE
S02	TRUE	blue	purple	purple	773.5992541124924	FALSE	FALSE
S02	TRUE	blue	purple	purple	773.5992541124924	FALSE	FALSE
S02	TRUE	blue	purple	purple	728.8002873455297	FALSE	FALSE
S02	TRUE	blue	purple	purple	728.8002873455297	FALSE	FALSE
S02	TRUE	blue	purple	purple	683.0972982251957	FALSE	FALSE
S02	TRUE	blue	purple	purple	683.0972982251957	FALSE	FALSE
S02	TRUE	blue	green	green	736.9575657775073	FALSE	FALSE
S02	TRUE	blue	green	green	736.9575657775073	FALSE	FALSE
S02	TRUE	blue	green	green	694.102842688635	FALSE	FALSE
S02	TRUE	blue	green	green	694.102842688635	FALSE	FALSE
S02	TRUE	blue	green	green	630.6329726226642	FALSE	FALSE
S02	TRUE	blue	green	green	630.6329726226642	FALSE	FALSE
S02	TRUE	blue	green	green	638.9321160705181	FALSE	FALSE
S02	TRUE	blue	green	blue	638.9321160705181	FALSE	TRUE
S02	TRUE	blue	green	green	648.4297678200062	FALSE	FALSE
S02	TRUE	blue	green	green	648.4297678200062	FALSE	FALSE
S02	TRUE	blue	red	red	720.9750576180153	FALSE	FALSE
S02	TRUE	blue	red	red	720.9750576180153	FALSE	FALSE
S02	TRUE	blue	red	red	524.2824332959912	FALSE	FALSE
S02	TRUE	blue	red	red	524.2824332959912	FALSE	FALSE
S02	TRUE	blue	red	red	676.7296353409794	FALSE	FALSE
S02	TRUE	blue	red	red	676.7296353409794	FALSE	FALSE
S02	TRUE	blue	red	red	663.5973678301636	FALSE	FALSE
S02	TRUE	blue	red	red	663.5973678301636	FALSE	FALSE
S02	TRUE	blue	red	red	630.4246770047778	FALSE	FALSE
S02	TRUE	blue	red	red	630.4246770047778	FALSE	FALSE
S02	TRUE	blue	brown	brown	666.8928543473911	FALSE	FALSE
S02	TRUE	blue	brown	NA	NA	FALSE	NA
S02	TRUE	blue	brown	brown	695.7782705915535	FALSE	FALSE
S02	TRUE	blue	brown	brown	695.7782705915535	FALSE	FALSE
S02	TRUE	blue	brown	brown	666.0421584215529	FALSE	FALSE
S02	TRUE	blue	brown	blue	666.0421584215529	FALSE	TRUE
S02	TRUE	blue	brown	brown	754.718523250877	FALSE	FALSE
S02	TRUE	blue	brown	brown	754.718523250877	FALSE	FALSE
S02	TRUE	blue	brown	brown	702.2081840227559	FALSE	FALSE
S02	TRUE	blue	brown	brown	702.2081840227559	FALSE	FALSE
S02	TRUE	purple	blue	blue	525.903897205338	FALSE	FALSE
S02	TRUE	purple	blue	blue	525.903897205338	FALSE	FALSE
S02	TRUE	purple	blue	blue	737.2392243113708	FALSE	FALSE
S02	TRUE	purple	blue	blue	737.2392243113708	FALSE	FALSE
S02	TRUE	purple	blue	blue	592.3401818208561	FALSE	FALSE
S02	TRUE	purple	blue	blue	592.3401818208561	FALSE	FALSE
S02	TRUE	purple	blue	blue	509.2305725283205	FALSE	FALSE
S02	TRUE	purple	blue	blue	509.2305725283205	FALSE	FALSE
S02	TRUE	purple	blue	blue	618.9144801946128	FALSE	FALSE
S02	TRUE	purple	blue	NA	NA	FALSE	NA
S02	TRUE	purple	purple	purple	640.2896964172617	TRUE	TRUE
S02	TRUE	purple	purple	purple	640.2896964172617	TRUE	TRUE
S02	TRUE	purple	purple	purple	668.4811309429106	TRUE	TRUE
S02	TRUE	purple	purple	purple	668.4811309429106	TRUE	TRUE
S02	TRUE	purple	purple	purple	715.3798634143819	TRUE	TRUE
S02	TRUE	purple	purple	purple	715.3798634143819	TRUE	TRUE
S02	TRUE	purple	purple	purple	544.4275763517968	TRUE	TRUE
S02	TRUE	purple	purple	purple	544.4275763517968	TRUE	TRUE
S02	TRUE	purple	purple	purple	612.3154597804725	TRUE	TRUE
S02	TRUE	purple	purple	NA	NA	TRUE	NA
S02	TRUE	purple	green	green	669.6897874632276	FALSE	FALSE
S02	TRUE	purple	green	green	669.6897874632276	FALSE	FALSE
S02	TRUE	purple	green	green	686.4669380046728	FALSE	FALSE
S02	TRUE	purple	green	green	686.4669380046728	FALSE	FALSE
S02	TRUE	purple	green	green	660.7452403130679	FALSE	FALSE
S02	TRUE	purple	green	green	660.7452403130679	FALSE	FALSE
S02	TRUE	purple	green	green	664.8345281290879	FALSE	FALSE
S02	TRUE	purple	green	green	664.8345281290879	FALSE	FALSE
S02	TRUE	purple	green	green	699.8798342667986	FALSE	FALSE
S02	TRUE	purple	green	green	699.8798342667986	FALSE	FALSE
S02	TRUE	purple	red	red	576.0142586770107	FALSE	FALSE
S02	TRUE	purple	red	red	576.0142586770107	FALSE	FALSE
S02	TRUE	purple	red	red	711.2669797522126	FALSE	FALSE
S02	TRUE	purple	red	red	711.2669797522126	FALSE	FALSE
S02	TRUE	purple	red	red	702.5931579496205	FALSE	FALSE
S02	TRUE	purple	red	red	702.5931579496205	FALSE	FALSE
S02	TRUE	purple	red	red	720.2787520909154	FALSE	FALSE
S02	TRUE	purple	red	red	720.2787520909154	FALSE	FALSE
S02	TRUE	purple	red	red	581.6894736033224	FALSE	FALSE
S02	TRUE	purple	red	red	581.6894736033224	FALSE	FALSE
S02	TRUE	purple	brown	brown	704.4409691640517	FALSE	FALSE
S02	TRUE	purple	brown	brown	704.4409691640517	FALSE	FALSE
S02	TRUE	purple	brown	brown	721.0383663061214	FALSE	FALSE
S02	TRUE	purple	brown	brown	721.0383663061214	FALSE	FALSE
S02	TRUE	purple	brown	purple	649.9656016521831	FALSE	TRUE
S02	TRUE	purple	brown	purple	649.9656016521831	FALSE	TRUE
S02	TRUE	purple	brown	brown	694.2858608807536	FALSE	FALSE
S02	TRUE	purple	brown	NA	NA	FALSE	NA
S02	TRUE	purple	brown	brown	604.5950259923002	FALSE	FALSE
S02	TRUE	purple	brown	brown	604.5950259923002	FALSE	FALSE
S02	TRUE	green	blue	green	571.533322457717	FALSE	TRUE
S02	TRUE	green	blue	blue	571.533322457717	FALSE	FALSE
S02	TRUE	green	blue	blue	657.4373956664161	FALSE	FALSE
S02	TRUE	green	blue	blue	657.4373956664161	FALSE	FALSE
S02	TRUE	green	blue	blue	698.0156448957433	FALSE	FALSE
S02	TRUE	green	blue	blue	698.0156448957433	FALSE	FALSE
S02	TRUE	green	blue	blue	727.233020149905	FALSE	FALSE
S02	TRUE	green	blue	blue	727.233020149905	FALSE	FALSE
S02	TRUE	green	blue	blue	621.9178307989793	FALSE	FALSE
S02	TRUE	green	blue	blue	621.9178307989793	FALSE	FALSE
S02	TRUE	green	purple	purple	759.9335949524325	FALSE	FALSE
S02	TRUE	green	purple	NA	NA	FALSE	NA
S02	TRUE	green	purple	green	699.5629566912967	FALSE	TRUE
S02	TRUE	green	purple	green	699.5629566912967	FALSE	TRUE
S02	TRUE	green	purple	green	749.8852547204465	FALSE	TRUE
S02	TRUE	green	purple	purple	749.8852547204465	FALSE	FALSE
S02	TRUE	green	purple	purple	598.2373423402938	FALSE	FALSE
S02	TRUE	green	purple	purple	598.2373423402938	FALSE	FALSE
S02	TRUE	green	purple	purple	610.9931259564537	FALSE	FALSE
S02	TRUE	green	purple	purple	610.9931259564537	FALSE	FALSE
S02	TRUE	green	green	green	561.6446810955783	TRUE	TRUE
S02	TRUE	green	green	green	561.6446810955783	TRUE	TRUE
S02	TRUE	green	green	green	576.9520041623524	TRUE	TRUE
S02	TRUE	green	green	green	576.9520041623524	TRUE	TRUE
S02	TRUE	green	green	green	607.4840151382153	TRUE	TRUE
S02	TRUE	green	green	green	607.4840151382153	TRUE	TRUE
S02	TRUE	green	green	green	620.1577424905793	TRUE	TRUE
S02	TRUE	green	green	green	620.1577424905793	TRUE	TRUE
S02	TRUE	green	green	green	636.0288046684847	TRUE	TRUE
S02	TRUE	green	green	green	636.0288046684847	TRUE	TRUE
S02	TRUE	green	red	red	688.9469474579233	FALSE	FALSE
S02	TRUE	green	red	NA	NA	FALSE	NA
S02	TRUE	green	red	red	758.8752259233069	FALSE	FALSE
S02	TRUE	green	red	NA	NA	FALSE	NA
S02	TRUE	green	red	red	743.8543986008871	FALSE	FALSE
S02	TRUE	green	red	NA	NA	FALSE	NA
S02	TRUE	green	red	red	705.1687084454727	FALSE	FALSE
S02	TRUE	green	red	red	705.1687084454727	FALSE	FALSE
S02	TRUE	green	red	red	762.4763824137465	FALSE	FALSE
S02	TRUE	green	red	red	762.4763824137465	FALSE	FALSE
S02	TRUE	green	brown	brown	642.3031637032459	FALSE	FALSE
S02	TRUE	green	brown	brown	642.3031637032459	FALSE	FALSE
S02	TRUE	green	brown	brown	749.3694782446591	FALSE	FALSE
S02	TRUE	green	brown	brown	749.3694782446591	FALSE	FALSE
S02	TRUE	green	brown	brown	635.998546333857	FALSE	FALSE
S02	TRUE	green	brown	NA	NA	FALSE	NA
S02	TRUE	green	brown	brown	590.1261172182606	FALSE	FALSE
S02	TRUE	green	brown	brown	590.1261172182606	FALSE	FALSE
S02	TRUE	green	brown	brown	874.4478136067096	FALSE	FALSE
S02	TRUE	green	brown	brown	874.4478136067096	FALSE	FALSE
S02	TRUE	red	blue	blue	583.8428258246626	FALSE	FALSE
S02	TRUE	red	blue	NA	NA	FALSE	NA
S02	TRUE	red	blue	blue	577.200122539024	FALSE	FALSE
S02	TRUE	red	blue	blue	577.200122539024	FALSE	FALSE
S02	TRUE	red	blue	blue	662.9700734551245	FALSE	FALSE
S02	TRUE	red	blue	blue	662.9700734551245	FALSE	FALSE
S02	TRUE	red	blue	blue	637.4538751123265	FALSE	FALSE
S02	TRUE	red	blue	blue	637.4538751123265	FALSE	FALSE
S02	TRUE	red	blue	blue	783.2458860605627	FALSE	FALSE
S02	TRUE	red	blue	blue	783.2458860605627	FALSE	FALSE
S02	TRUE	red	purple	purple	700.5341344773856	FALSE	FALSE
S02	TRUE	red	purple	purple	700.5341344773856	FALSE	FALSE
S02	TRUE	red	purple	purple	586.9479796558694	FALSE	FALSE
S02	TRUE	red	purple	purple	586.9479796558694	FALSE	FALSE
S02	TRUE	red	purple	purple	700.1752879968619	FALSE	FALSE
S02	TRUE	red	purple	purple	700.1752879968619	FALSE	FALSE
S02	TRUE	red	purple	purple	719.2673125055597	FALSE	FALSE
S02	TRUE	red	purple	purple	719.2673125055597	FALSE	FALSE
